k,dimension,epoch,fonction de similarite,qualite
40,5,5,"similarite_trajectoires_MRR_cosinus",0.31925465838509315
50,5,5,"similarite_trajectoires_MRR_cosinus",0.3204968944099379
1,5,5,"similarite_trajectoires_JACCARD_cosinus",0.2496894409937888
2,5,5,"similarite_trajectoires_JACCARD_cosinus",0.25010351966873706
3,5,5,"similarite_trajectoires_JACCARD_cosinus",0.25507246376811593
4,5,5,"similarite_trajectoires_JACCARD_cosinus",0.2629399585921325
5,5,5,"similarite_trajectoires_JACCARD_cosinus",0.27246376811594203
6,5,5,"similarite_trajectoires_JACCARD_cosinus",0.2790890269151139
8,5,5,"similarite_trajectoires_JACCARD_cosinus",0.29606625258799174
10,5,5,"similarite_trajectoires_JACCARD_cosinus",0.30434782608695654
12,5,5,"similarite_trajectoires_JACCARD_cosinus",0.31180124223602484
15,5,5,"similarite_trajectoires_JACCARD_cosinus",0.31635610766045547
20,5,5,"similarite_trajectoires_JACCARD_cosinus",0.3213250517598344
25,5,5,"similarite_trajectoires_JACCARD_cosinus",0.32215320910973083
30,5,5,"similarite_trajectoires_JACCARD_cosinus",0.3213250517598344
40,5,5,"similarite_trajectoires_JACCARD_cosinus",0.32298136645962733
50,5,5,"similarite_trajectoires_JACCARD_cosinus",0.3213250517598344
1,5,7,"similarite_trajectoires_MRR_cosinus",0.2513457556935818
2,5,7,"similarite_trajectoires_MRR_cosinus",0.253416149068323
3,5,7,"similarite_trajectoires_MRR_cosinus",0.2608695652173913
4,5,7,"similarite_trajectoires_MRR_cosinus",0.26749482401656316
5,5,7,"similarite_trajectoires_MRR_cosinus",0.2761904761904762
6,5,7,"similarite_trajectoires_MRR_cosinus",0.2873706004140787
8,5,7,"similarite_trajectoires_MRR_cosinus",0.30351966873706004
10,5,7,"similarite_trajectoires_MRR_cosinus",0.3134575569358178
12,5,7,"similarite_trajectoires_MRR_cosinus",0.3184265010351967
15,5,7,"similarite_trajectoires_MRR_cosinus",0.32298136645962733
20,5,7,"similarite_trajectoires_MRR_cosinus",0.3250517598343685
25,5,7,"similarite_trajectoires_MRR_cosinus",0.325879917184265
30,5,7,"similarite_trajectoires_MRR_cosinus",0.3242236024844721
40,5,7,"similarite_trajectoires_MRR_cosinus",0.3238095238095238
50,5,7,"similarite_trajectoires_MRR_cosinus",0.3250517598343685
1,5,7,"similarite_trajectoires_JACCARD_cosinus",0.24761904761904763
2,5,7,"similarite_trajectoires_JACCARD_cosinus",0.25010351966873706
3,5,7,"similarite_trajectoires_JACCARD_cosinus",0.25590062111801243
4,5,7,"similarite_trajectoires_JACCARD_cosinus",0.2650103519668737
5,5,7,"similarite_trajectoires_JACCARD_cosinus",0.27494824016563146
6,5,7,"similarite_trajectoires_JACCARD_cosinus",0.284472049689441
8,5,7,"similarite_trajectoires_JACCARD_cosinus",0.30144927536231886
10,5,7,"similarite_trajectoires_JACCARD_cosinus",0.3084886128364389
12,5,7,"similarite_trajectoires_JACCARD_cosinus",0.31387163561076603
15,5,7,"similarite_trajectoires_JACCARD_cosinus",0.31635610766045547
20,5,7,"similarite_trajectoires_JACCARD_cosinus",0.3204968944099379
25,5,7,"similarite_trajectoires_JACCARD_cosinus",0.3196687370600414
30,5,7,"similarite_trajectoires_JACCARD_cosinus",0.32091097308488614
40,5,7,"similarite_trajectoires_JACCARD_cosinus",0.3196687370600414
50,5,7,"similarite_trajectoires_JACCARD_cosinus",0.3204968944099379
1,5,10,"similarite_trajectoires_MRR_cosinus",0.2496894409937888
2,5,10,"similarite_trajectoires_MRR_cosinus",0.25175983436853
3,5,10,"similarite_trajectoires_MRR_cosinus",0.2596273291925466
4,5,10,"similarite_trajectoires_MRR_cosinus",0.2679089026915114
5,5,10,"similarite_trajectoires_MRR_cosinus",0.2753623188405797
6,5,10,"similarite_trajectoires_MRR_cosinus",0.282815734989648
8,5,10,"similarite_trajectoires_MRR_cosinus",0.2985507246376812
10,5,10,"similarite_trajectoires_MRR_cosinus",0.3072463768115942
12,5,10,"similarite_trajectoires_MRR_cosinus",0.31387163561076603
15,5,10,"similarite_trajectoires_MRR_cosinus",0.31925465838509315
20,5,10,"similarite_trajectoires_MRR_cosinus",0.32298136645962733
25,5,10,"similarite_trajectoires_MRR_cosinus",0.3238095238095238
30,5,10,"similarite_trajectoires_MRR_cosinus",0.32215320910973083
40,5,10,"similarite_trajectoires_MRR_cosinus",0.3225672877846791
50,5,10,"similarite_trajectoires_MRR_cosinus",0.3238095238095238
1,5,10,"similarite_trajectoires_JACCARD_cosinus",0.2496894409937888
2,5,10,"similarite_trajectoires_JACCARD_cosinus",0.2525879917184265
3,5,10,"similarite_trajectoires_JACCARD_cosinus",0.2608695652173913
4,5,10,"similarite_trajectoires_JACCARD_cosinus",0.26749482401656316
5,5,10,"similarite_trajectoires_JACCARD_cosinus",0.2790890269151139
6,5,10,"similarite_trajectoires_JACCARD_cosinus",0.2857142857142857
8,5,10,"similarite_trajectoires_JACCARD_cosinus",0.30269151138716355
10,5,10,"similarite_trajectoires_JACCARD_cosinus",0.30890269151138716
12,5,10,"similarite_trajectoires_JACCARD_cosinus",0.3167701863354037
15,5,10,"similarite_trajectoires_JACCARD_cosinus",0.32008281573498965
20,5,10,"similarite_trajectoires_JACCARD_cosinus",0.3242236024844721
25,5,10,"similarite_trajectoires_JACCARD_cosinus",0.325879917184265
30,5,10,"similarite_trajectoires_JACCARD_cosinus",0.3242236024844721
40,5,10,"similarite_trajectoires_JACCARD_cosinus",0.3233954451345756
50,5,10,"similarite_trajectoires_JACCARD_cosinus",0.32546583850931676
1,5,15,"similarite_trajectoires_MRR_cosinus",0.24761904761904763
2,5,15,"similarite_trajectoires_MRR_cosinus",0.25010351966873706
3,5,15,"similarite_trajectoires_MRR_cosinus",0.2571428571428571
4,5,15,"similarite_trajectoires_MRR_cosinus",0.2679089026915114
5,5,15,"similarite_trajectoires_MRR_cosinus",0.27784679089026915
6,5,15,"similarite_trajectoires_MRR_cosinus",0.28819875776397513
8,5,15,"similarite_trajectoires_MRR_cosinus",0.29730848861283643
10,5,15,"similarite_trajectoires_MRR_cosinus",0.30807453416149067
12,5,15,"similarite_trajectoires_MRR_cosinus",0.3146997929606625
15,5,15,"similarite_trajectoires_MRR_cosinus",0.3204968944099379
20,5,15,"similarite_trajectoires_MRR_cosinus",0.3217391304347826
25,5,15,"similarite_trajectoires_MRR_cosinus",0.3204968944099379
30,5,15,"similarite_trajectoires_MRR_cosinus",0.32091097308488614
40,5,15,"similarite_trajectoires_MRR_cosinus",0.3217391304347826
50,5,15,"similarite_trajectoires_MRR_cosinus",0.32215320910973083
1,5,15,"similarite_trajectoires_JACCARD_cosinus",0.24761904761904763
2,5,15,"similarite_trajectoires_JACCARD_cosinus",0.2505175983436853
3,5,15,"similarite_trajectoires_JACCARD_cosinus",0.2596273291925466
4,5,15,"similarite_trajectoires_JACCARD_cosinus",0.2679089026915114
5,5,15,"similarite_trajectoires_JACCARD_cosinus",0.27701863354037265
6,5,15,"similarite_trajectoires_JACCARD_cosinus",0.28778467908902694
8,5,15,"similarite_trajectoires_JACCARD_cosinus",0.3010351966873706
10,5,15,"similarite_trajectoires_JACCARD_cosinus",0.3130434782608696
12,5,15,"similarite_trajectoires_JACCARD_cosinus",0.3167701863354037
15,5,15,"similarite_trajectoires_JACCARD_cosinus",0.3217391304347826
20,5,15,"similarite_trajectoires_JACCARD_cosinus",0.3267080745341615
25,5,15,"similarite_trajectoires_JACCARD_cosinus",0.32629399585921326
30,5,15,"similarite_trajectoires_JACCARD_cosinus",0.3238095238095238
40,5,15,"similarite_trajectoires_JACCARD_cosinus",0.3238095238095238
50,5,15,"similarite_trajectoires_JACCARD_cosinus",0.32546583850931676
1,5,20,"similarite_trajectoires_MRR_cosinus",0.2567287784679089
2,5,20,"similarite_trajectoires_MRR_cosinus",0.2596273291925466
3,5,20,"similarite_trajectoires_MRR_cosinus",0.2645962732919255
4,5,20,"similarite_trajectoires_MRR_cosinus",0.27163561076604553
5,5,20,"similarite_trajectoires_MRR_cosinus",0.2811594202898551
6,5,20,"similarite_trajectoires_MRR_cosinus",0.2886128364389234
8,5,20,"similarite_trajectoires_MRR_cosinus",0.2968944099378882
10,5,20,"similarite_trajectoires_MRR_cosinus",0.3113871635610766
12,5,20,"similarite_trajectoires_MRR_cosinus",0.31635610766045547
15,5,20,"similarite_trajectoires_MRR_cosinus",0.3213250517598344
20,5,20,"similarite_trajectoires_MRR_cosinus",0.3242236024844721
25,5,20,"similarite_trajectoires_MRR_cosinus",0.3250517598343685
30,5,20,"similarite_trajectoires_MRR_cosinus",0.3233954451345756
40,5,20,"similarite_trajectoires_MRR_cosinus",0.3242236024844721
50,5,20,"similarite_trajectoires_MRR_cosinus",0.3250517598343685
1,5,20,"similarite_trajectoires_JACCARD_cosinus",0.2513457556935818
2,5,20,"similarite_trajectoires_JACCARD_cosinus",0.2546583850931677
3,5,20,"similarite_trajectoires_JACCARD_cosinus",0.25838509316770186
4,5,20,"similarite_trajectoires_JACCARD_cosinus",0.26666666666666666
5,5,20,"similarite_trajectoires_JACCARD_cosinus",0.27701863354037265
6,5,20,"similarite_trajectoires_JACCARD_cosinus",0.28405797101449276
8,5,20,"similarite_trajectoires_JACCARD_cosinus",0.29233954451345756
10,5,20,"similarite_trajectoires_JACCARD_cosinus",0.3093167701863354
12,5,20,"similarite_trajectoires_JACCARD_cosinus",0.3093167701863354
15,5,20,"similarite_trajectoires_JACCARD_cosinus",0.315527950310559
20,5,20,"similarite_trajectoires_JACCARD_cosinus",0.3213250517598344
25,5,20,"similarite_trajectoires_JACCARD_cosinus",0.3250517598343685
30,5,20,"similarite_trajectoires_JACCARD_cosinus",0.3196687370600414
40,5,20,"similarite_trajectoires_JACCARD_cosinus",0.3204968944099379
50,5,20,"similarite_trajectoires_JACCARD_cosinus",0.32215320910973083
1,5,30,"similarite_trajectoires_MRR_cosinus",0.25424430641821943
2,5,30,"similarite_trajectoires_MRR_cosinus",0.25590062111801243
3,5,30,"similarite_trajectoires_MRR_cosinus",0.26211180124223604
4,5,30,"similarite_trajectoires_MRR_cosinus",0.2732919254658385
5,5,30,"similarite_trajectoires_MRR_cosinus",0.2803312629399586
6,5,30,"similarite_trajectoires_MRR_cosinus",0.2873706004140787
8,5,30,"similarite_trajectoires_MRR_cosinus",0.3002070393374741
10,5,30,"similarite_trajectoires_MRR_cosinus",0.31262939958592134
12,5,30,"similarite_trajectoires_MRR_cosinus",0.31801242236024846
15,5,30,"similarite_trajectoires_MRR_cosinus",0.3242236024844721
20,5,30,"similarite_trajectoires_MRR_cosinus",0.3250517598343685
25,5,30,"similarite_trajectoires_MRR_cosinus",0.32629399585921326
30,5,30,"similarite_trajectoires_MRR_cosinus",0.3242236024844721
40,5,30,"similarite_trajectoires_MRR_cosinus",0.3242236024844721
50,5,30,"similarite_trajectoires_MRR_cosinus",0.3242236024844721
1,5,30,"similarite_trajectoires_JACCARD_cosinus",0.25383022774327124
2,5,30,"similarite_trajectoires_JACCARD_cosinus",0.25590062111801243
3,5,30,"similarite_trajectoires_JACCARD_cosinus",0.2625258799171843
4,5,30,"similarite_trajectoires_JACCARD_cosinus",0.2720496894409938
5,5,30,"similarite_trajectoires_JACCARD_cosinus",0.2782608695652174
6,5,30,"similarite_trajectoires_JACCARD_cosinus",0.284472049689441
8,5,30,"similarite_trajectoires_JACCARD_cosinus",0.3018633540372671
10,5,30,"similarite_trajectoires_JACCARD_cosinus",0.3151138716356108
12,5,30,"similarite_trajectoires_JACCARD_cosinus",0.3196687370600414
15,5,30,"similarite_trajectoires_JACCARD_cosinus",0.32629399585921326
20,5,30,"similarite_trajectoires_JACCARD_cosinus",0.3279503105590062
25,5,30,"similarite_trajectoires_JACCARD_cosinus",0.3316770186335404
30,5,30,"similarite_trajectoires_JACCARD_cosinus",0.32753623188405795
40,5,30,"similarite_trajectoires_JACCARD_cosinus",0.32712215320910976
50,5,30,"similarite_trajectoires_JACCARD_cosinus",0.32836438923395445
1,5,40,"similarite_trajectoires_MRR_cosinus",0.24886128364389234
2,5,40,"similarite_trajectoires_MRR_cosinus",0.2505175983436853
3,5,40,"similarite_trajectoires_MRR_cosinus",0.25838509316770186
4,5,40,"similarite_trajectoires_MRR_cosinus",0.26956521739130435
5,5,40,"similarite_trajectoires_MRR_cosinus",0.2753623188405797
6,5,40,"similarite_trajectoires_MRR_cosinus",0.28902691511387163
8,5,40,"similarite_trajectoires_MRR_cosinus",0.30144927536231886
10,5,40,"similarite_trajectoires_MRR_cosinus",0.3093167701863354
12,5,40,"similarite_trajectoires_MRR_cosinus",0.31718426501035196
15,5,40,"similarite_trajectoires_MRR_cosinus",0.32215320910973083
20,5,40,"similarite_trajectoires_MRR_cosinus",0.32463768115942027
25,5,40,"similarite_trajectoires_MRR_cosinus",0.3242236024844721
30,5,40,"similarite_trajectoires_MRR_cosinus",0.3238095238095238
40,5,40,"similarite_trajectoires_MRR_cosinus",0.3233954451345756
50,5,40,"similarite_trajectoires_MRR_cosinus",0.32298136645962733
1,5,40,"similarite_trajectoires_JACCARD_cosinus",0.24886128364389234
2,5,40,"similarite_trajectoires_JACCARD_cosinus",0.25010351966873706
3,5,40,"similarite_trajectoires_JACCARD_cosinus",0.2567287784679089
4,5,40,"similarite_trajectoires_JACCARD_cosinus",0.2662525879917184
5,5,40,"similarite_trajectoires_JACCARD_cosinus",0.2732919254658385
6,5,40,"similarite_trajectoires_JACCARD_cosinus",0.28488612836438926
8,5,40,"similarite_trajectoires_JACCARD_cosinus",0.29979296066252586
10,5,40,"similarite_trajectoires_JACCARD_cosinus",0.30973084886128366
12,5,40,"similarite_trajectoires_JACCARD_cosinus",0.3188405797101449
15,5,40,"similarite_trajectoires_JACCARD_cosinus",0.32463768115942027
20,5,40,"similarite_trajectoires_JACCARD_cosinus",0.32753623188405795
25,5,40,"similarite_trajectoires_JACCARD_cosinus",0.32753623188405795
30,5,40,"similarite_trajectoires_JACCARD_cosinus",0.3250517598343685
40,5,40,"similarite_trajectoires_JACCARD_cosinus",0.3242236024844721
50,5,40,"similarite_trajectoires_JACCARD_cosinus",0.3242236024844721
1,5,50,"similarite_trajectoires_MRR_cosinus",0.2443064182194617
2,5,50,"similarite_trajectoires_MRR_cosinus",0.2455486542443064
3,5,50,"similarite_trajectoires_MRR_cosinus",0.25383022774327124
4,5,50,"similarite_trajectoires_MRR_cosinus",0.2625258799171843
5,5,50,"similarite_trajectoires_MRR_cosinus",0.2691511387163561
6,5,50,"similarite_trajectoires_MRR_cosinus",0.27867494824016564
8,5,50,"similarite_trajectoires_MRR_cosinus",0.29440993788819875
10,5,50,"similarite_trajectoires_MRR_cosinus",0.30559006211180123
12,5,50,"similarite_trajectoires_MRR_cosinus",0.3159420289855073
15,5,50,"similarite_trajectoires_MRR_cosinus",0.3184265010351967
20,5,50,"similarite_trajectoires_MRR_cosinus",0.32008281573498965
25,5,50,"similarite_trajectoires_MRR_cosinus",0.3204968944099379
30,5,50,"similarite_trajectoires_MRR_cosinus",0.3175983436853002
40,5,50,"similarite_trajectoires_MRR_cosinus",0.3184265010351967
50,5,50,"similarite_trajectoires_MRR_cosinus",0.3184265010351967
1,5,50,"similarite_trajectoires_JACCARD_cosinus",0.2463768115942029
2,5,50,"similarite_trajectoires_JACCARD_cosinus",0.24679089026915113
3,5,50,"similarite_trajectoires_JACCARD_cosinus",0.2525879917184265
4,5,50,"similarite_trajectoires_JACCARD_cosinus",0.26583850931677017
5,5,50,"similarite_trajectoires_JACCARD_cosinus",0.27163561076604553
6,5,50,"similarite_trajectoires_JACCARD_cosinus",0.2795031055900621
8,5,50,"similarite_trajectoires_JACCARD_cosinus",0.29648033126293993
10,5,50,"similarite_trajectoires_JACCARD_cosinus",0.3105590062111801
12,5,50,"similarite_trajectoires_JACCARD_cosinus",0.3175983436853002
15,5,50,"similarite_trajectoires_JACCARD_cosinus",0.32298136645962733
20,5,50,"similarite_trajectoires_JACCARD_cosinus",0.32546583850931676
25,5,50,"similarite_trajectoires_JACCARD_cosinus",0.3250517598343685
30,5,50,"similarite_trajectoires_JACCARD_cosinus",0.3204968944099379
40,5,50,"similarite_trajectoires_JACCARD_cosinus",0.32091097308488614
50,5,50,"similarite_trajectoires_JACCARD_cosinus",0.3213250517598344
1,5,70,"similarite_trajectoires_MRR_cosinus",0.24886128364389234
2,5,70,"similarite_trajectoires_MRR_cosinus",0.2513457556935818
3,5,70,"similarite_trajectoires_MRR_cosinus",0.25838509316770186
4,5,70,"similarite_trajectoires_MRR_cosinus",0.26749482401656316
5,5,70,"similarite_trajectoires_MRR_cosinus",0.27494824016563146
6,5,70,"similarite_trajectoires_MRR_cosinus",0.28612836438923395
8,5,70,"similarite_trajectoires_MRR_cosinus",0.29979296066252586
10,5,70,"similarite_trajectoires_MRR_cosinus",0.3151138716356108
12,5,70,"similarite_trajectoires_MRR_cosinus",0.3217391304347826
15,5,70,"similarite_trajectoires_MRR_cosinus",0.3250517598343685
20,5,70,"similarite_trajectoires_MRR_cosinus",0.3250517598343685
25,5,70,"similarite_trajectoires_MRR_cosinus",0.32463768115942027
30,5,70,"similarite_trajectoires_MRR_cosinus",0.3225672877846791
40,5,70,"similarite_trajectoires_MRR_cosinus",0.3242236024844721
50,5,70,"similarite_trajectoires_MRR_cosinus",0.3242236024844721
1,5,70,"similarite_trajectoires_JACCARD_cosinus",0.24886128364389234
2,5,70,"similarite_trajectoires_JACCARD_cosinus",0.2505175983436853
3,5,70,"similarite_trajectoires_JACCARD_cosinus",0.25921325051759836
4,5,70,"similarite_trajectoires_JACCARD_cosinus",0.2670807453416149
5,5,70,"similarite_trajectoires_JACCARD_cosinus",0.2774327122153209
6,5,70,"similarite_trajectoires_JACCARD_cosinus",0.28778467908902694
8,5,70,"similarite_trajectoires_JACCARD_cosinus",0.3031055900621118
10,5,70,"similarite_trajectoires_JACCARD_cosinus",0.3175983436853002
12,5,70,"similarite_trajectoires_JACCARD_cosinus",0.3238095238095238
15,5,70,"similarite_trajectoires_JACCARD_cosinus",0.3279503105590062
20,5,70,"similarite_trajectoires_JACCARD_cosinus",0.33002070393374744
25,5,70,"similarite_trajectoires_JACCARD_cosinus",0.3287784679089027
30,5,70,"similarite_trajectoires_JACCARD_cosinus",0.32753623188405795
40,5,70,"similarite_trajectoires_JACCARD_cosinus",0.32753623188405795
50,5,70,"similarite_trajectoires_JACCARD_cosinus",0.32712215320910976
1,5,100,"similarite_trajectoires_MRR_cosinus",0.24596273291925466
2,5,100,"similarite_trajectoires_MRR_cosinus",0.24803312629399585
3,5,100,"similarite_trajectoires_MRR_cosinus",0.2563146997929607
4,5,100,"similarite_trajectoires_MRR_cosinus",0.263768115942029
5,5,100,"similarite_trajectoires_MRR_cosinus",0.2720496894409938
6,5,100,"similarite_trajectoires_MRR_cosinus",0.28322981366459626
8,5,100,"similarite_trajectoires_MRR_cosinus",0.2981366459627329
10,5,100,"similarite_trajectoires_MRR_cosinus",0.3130434782608696
12,5,100,"similarite_trajectoires_MRR_cosinus",0.31801242236024846
15,5,100,"similarite_trajectoires_MRR_cosinus",0.3238095238095238
20,5,100,"similarite_trajectoires_MRR_cosinus",0.3242236024844721
25,5,100,"similarite_trajectoires_MRR_cosinus",0.32546583850931676
30,5,100,"similarite_trajectoires_MRR_cosinus",0.3225672877846791
40,5,100,"similarite_trajectoires_MRR_cosinus",0.3233954451345756
50,5,100,"similarite_trajectoires_MRR_cosinus",0.3225672877846791
1,5,100,"similarite_trajectoires_JACCARD_cosinus",0.2554865424430642
2,5,100,"similarite_trajectoires_JACCARD_cosinus",0.2579710144927536
3,5,100,"similarite_trajectoires_JACCARD_cosinus",0.2645962732919255
4,5,100,"similarite_trajectoires_JACCARD_cosinus",0.2728778467908903
5,5,100,"similarite_trajectoires_JACCARD_cosinus",0.2811594202898551
6,5,100,"similarite_trajectoires_JACCARD_cosinus",0.2865424430641822
8,5,100,"similarite_trajectoires_JACCARD_cosinus",0.3022774327122153
10,5,100,"similarite_trajectoires_JACCARD_cosinus",0.3146997929606625
12,5,100,"similarite_trajectoires_JACCARD_cosinus",0.3213250517598344
15,5,100,"similarite_trajectoires_JACCARD_cosinus",0.32753623188405795
20,5,100,"similarite_trajectoires_JACCARD_cosinus",0.3308488612836439
25,5,100,"similarite_trajectoires_JACCARD_cosinus",0.33126293995859213
30,5,100,"similarite_trajectoires_JACCARD_cosinus",0.3287784679089027
40,5,100,"similarite_trajectoires_JACCARD_cosinus",0.33002070393374744
50,5,100,"similarite_trajectoires_JACCARD_cosinus",0.3296066252587992
1,6,5,"similarite_trajectoires_MRR_cosinus",0.25010351966873706
2,6,5,"similarite_trajectoires_MRR_cosinus",0.2505175983436853
3,6,5,"similarite_trajectoires_MRR_cosinus",0.2608695652173913
4,6,5,"similarite_trajectoires_MRR_cosinus",0.26873706004140785
5,6,5,"similarite_trajectoires_MRR_cosinus",0.27784679089026915
6,6,5,"similarite_trajectoires_MRR_cosinus",0.28778467908902694
8,6,5,"similarite_trajectoires_MRR_cosinus",0.3002070393374741
10,6,5,"similarite_trajectoires_MRR_cosinus",0.3093167701863354
12,6,5,"similarite_trajectoires_MRR_cosinus",0.3142857142857143
15,6,5,"similarite_trajectoires_MRR_cosinus",0.3196687370600414
20,6,5,"similarite_trajectoires_MRR_cosinus",0.32629399585921326
25,6,5,"similarite_trajectoires_MRR_cosinus",0.3225672877846791
30,6,5,"similarite_trajectoires_MRR_cosinus",0.32298136645962733
40,6,5,"similarite_trajectoires_MRR_cosinus",0.32298136645962733
50,6,5,"similarite_trajectoires_MRR_cosinus",0.3233954451345756
1,6,5,"similarite_trajectoires_JACCARD_cosinus",0.25093167701863356
2,6,5,"similarite_trajectoires_JACCARD_cosinus",0.2505175983436853
3,6,5,"similarite_trajectoires_JACCARD_cosinus",0.25921325051759836
4,6,5,"similarite_trajectoires_JACCARD_cosinus",0.2670807453416149
5,6,5,"similarite_trajectoires_JACCARD_cosinus",0.27701863354037265
6,6,5,"similarite_trajectoires_JACCARD_cosinus",0.2857142857142857
8,6,5,"similarite_trajectoires_JACCARD_cosinus",0.29606625258799174
10,6,5,"similarite_trajectoires_JACCARD_cosinus",0.3093167701863354
12,6,5,"similarite_trajectoires_JACCARD_cosinus",0.3142857142857143
15,6,5,"similarite_trajectoires_JACCARD_cosinus",0.31801242236024846
20,6,5,"similarite_trajectoires_JACCARD_cosinus",0.32546583850931676
25,6,5,"similarite_trajectoires_JACCARD_cosinus",0.32215320910973083
30,6,5,"similarite_trajectoires_JACCARD_cosinus",0.32091097308488614
40,6,5,"similarite_trajectoires_JACCARD_cosinus",0.3217391304347826
50,6,5,"similarite_trajectoires_JACCARD_cosinus",0.32298136645962733
1,6,7,"similarite_trajectoires_MRR_cosinus",0.25383022774327124
2,6,7,"similarite_trajectoires_MRR_cosinus",0.2554865424430642
3,6,7,"similarite_trajectoires_MRR_cosinus",0.2625258799171843
4,6,7,"similarite_trajectoires_MRR_cosinus",0.27246376811594203
5,6,7,"similarite_trajectoires_MRR_cosinus",0.2815734989648033
6,6,7,"similarite_trajectoires_MRR_cosinus",0.29233954451345756
8,6,7,"similarite_trajectoires_MRR_cosinus",0.3039337474120083
10,6,7,"similarite_trajectoires_MRR_cosinus",0.3134575569358178
12,6,7,"similarite_trajectoires_MRR_cosinus",0.31801242236024846
15,6,7,"similarite_trajectoires_MRR_cosinus",0.32546583850931676
20,6,7,"similarite_trajectoires_MRR_cosinus",0.3296066252587992
25,6,7,"similarite_trajectoires_MRR_cosinus",0.3308488612836439
30,6,7,"similarite_trajectoires_MRR_cosinus",0.33002070393374744
40,6,7,"similarite_trajectoires_MRR_cosinus",0.32836438923395445
50,6,7,"similarite_trajectoires_MRR_cosinus",0.3296066252587992
1,6,7,"similarite_trajectoires_JACCARD_cosinus",0.253416149068323
2,6,7,"similarite_trajectoires_JACCARD_cosinus",0.25507246376811593
3,6,7,"similarite_trajectoires_JACCARD_cosinus",0.2629399585921325
4,6,7,"similarite_trajectoires_JACCARD_cosinus",0.27039337474120084
5,6,7,"similarite_trajectoires_JACCARD_cosinus",0.2782608695652174
6,6,7,"similarite_trajectoires_JACCARD_cosinus",0.2857142857142857
8,6,7,"similarite_trajectoires_JACCARD_cosinus",0.29979296066252586
10,6,7,"similarite_trajectoires_JACCARD_cosinus",0.3084886128364389
12,6,7,"similarite_trajectoires_JACCARD_cosinus",0.3151138716356108
15,6,7,"similarite_trajectoires_JACCARD_cosinus",0.32215320910973083
20,6,7,"similarite_trajectoires_JACCARD_cosinus",0.32753623188405795
25,6,7,"similarite_trajectoires_JACCARD_cosinus",0.32629399585921326
30,6,7,"similarite_trajectoires_JACCARD_cosinus",0.32629399585921326
40,6,7,"similarite_trajectoires_JACCARD_cosinus",0.325879917184265
50,6,7,"similarite_trajectoires_JACCARD_cosinus",0.32836438923395445
1,6,10,"similarite_trajectoires_MRR_cosinus",0.25383022774327124
2,6,10,"similarite_trajectoires_MRR_cosinus",0.2546583850931677
3,6,10,"similarite_trajectoires_MRR_cosinus",0.2670807453416149
4,6,10,"similarite_trajectoires_MRR_cosinus",0.2728778467908903
5,6,10,"similarite_trajectoires_MRR_cosinus",0.2795031055900621
6,6,10,"similarite_trajectoires_MRR_cosinus",0.2886128364389234
8,6,10,"similarite_trajectoires_MRR_cosinus",0.30144927536231886
10,6,10,"similarite_trajectoires_MRR_cosinus",0.3113871635610766
12,6,10,"similarite_trajectoires_MRR_cosinus",0.31925465838509315
15,6,10,"similarite_trajectoires_MRR_cosinus",0.3225672877846791
20,6,10,"similarite_trajectoires_MRR_cosinus",0.3267080745341615
25,6,10,"similarite_trajectoires_MRR_cosinus",0.3267080745341615
30,6,10,"similarite_trajectoires_MRR_cosinus",0.32546583850931676
40,6,10,"similarite_trajectoires_MRR_cosinus",0.3267080745341615
50,6,10,"similarite_trajectoires_MRR_cosinus",0.3279503105590062
1,6,10,"similarite_trajectoires_JACCARD_cosinus",0.25507246376811593
2,6,10,"similarite_trajectoires_JACCARD_cosinus",0.2571428571428571
3,6,10,"similarite_trajectoires_JACCARD_cosinus",0.2683229813664596
4,6,10,"similarite_trajectoires_JACCARD_cosinus",0.2737060041407868
5,6,10,"similarite_trajectoires_JACCARD_cosinus",0.2836438923395445
6,6,10,"similarite_trajectoires_JACCARD_cosinus",0.2906832298136646
8,6,10,"similarite_trajectoires_JACCARD_cosinus",0.3022774327122153
10,6,10,"similarite_trajectoires_JACCARD_cosinus",0.3142857142857143
12,6,10,"similarite_trajectoires_JACCARD_cosinus",0.3196687370600414
15,6,10,"similarite_trajectoires_JACCARD_cosinus",0.325879917184265
20,6,10,"similarite_trajectoires_JACCARD_cosinus",0.3296066252587992
25,6,10,"similarite_trajectoires_JACCARD_cosinus",0.3296066252587992
30,6,10,"similarite_trajectoires_JACCARD_cosinus",0.32836438923395445
40,6,10,"similarite_trajectoires_JACCARD_cosinus",0.3287784679089027
50,6,10,"similarite_trajectoires_JACCARD_cosinus",0.33002070393374744
1,6,15,"similarite_trajectoires_MRR_cosinus",0.24596273291925466
2,6,15,"similarite_trajectoires_MRR_cosinus",0.24803312629399585
3,6,15,"similarite_trajectoires_MRR_cosinus",0.2525879917184265
4,6,15,"similarite_trajectoires_MRR_cosinus",0.26583850931677017
5,6,15,"similarite_trajectoires_MRR_cosinus",0.27412008281573497
6,6,15,"similarite_trajectoires_MRR_cosinus",0.282815734989648
8,6,15,"similarite_trajectoires_MRR_cosinus",0.294824016563147
10,6,15,"similarite_trajectoires_MRR_cosinus",0.3064182194616977
12,6,15,"similarite_trajectoires_MRR_cosinus",0.3130434782608696
15,6,15,"similarite_trajectoires_MRR_cosinus",0.3184265010351967
20,6,15,"similarite_trajectoires_MRR_cosinus",0.3188405797101449
